# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct 29 14:40:52 2017
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
#
rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_duration,koi_depth,koi_prad,koi_srad
5852,8179747,K05483.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,17.946328114,8.15905,102994.0,66.65,1.7220
5853,8197176,K05485.01,CANDIDATE,CANDIDATE,0.2750,0,0,0,0,9.358925400,3.16900,1527.0,17.37,4.5210
5854,8197406,K05486.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,4.154722420,1.79100,2243.0,23.47,3.3590
5855,8223655,K05488.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,280.160495600,2.86370,12946.0,19.25,0.7990
5856,8242350,K05493.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,6.993576155,21.26950,2924.0,101.15,2.4670
5857,8255058,K05495.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,6.279888981,5.50860,1514.6,196.78,6.2220
5858,8288404,K05498.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,519.802218670,14.96780,77183.1,40.88,1.0300
5859,8364969,K05508.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,22.571972634,4.00349,79325.7,46.14,0.8710
5860,8380743,K05510.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.018861199,6.50050,291214.0,93.47,1.6720
5861,8396288,K05512.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,8.585287200,2.83400,1406.0,3.02,0.8180
5862,8414914,K05513.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,100.303613000,10.57800,488038.0,78.77,1.0460
5863,8429817,K05515.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,6.263491873,0.85130,2829.0,6.46,1.1940
5864,8432034,K05516.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.836200250,3.71270,331275.0,65.64,1.0000
5865,8439618,K05518.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,558.218860000,13.55600,1539.4,3.10,0.7940
5866,8480642,K05521.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,31.591158760,2.64310,1434.4,72.91,2.2950
5867,8495232,K05524.01,FALSE POSITIVE,FALSE POSITIVE,0.5110,0,0,1,0,9.636476720,2.99900,47.6,2.02,3.0070
5868,8507073,K05527.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,209.062992750,10.03890,250913.0,72.26,1.0240
5869,8509781,K05529.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,70.335879746,4.65625,24418.4,29.56,0.9660
5870,8552607,K05542.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.061934307,3.21100,264.8,18.70,0.8680
5871,8560475,K05543.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,7.415051610,2.06100,937.0,91.09,18.2660
5872,8561192,K05544.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.742590902,10.41430,680398.0,176.40,1.7050
5873,8644545,K05552.01,CANDIDATE,CANDIDATE,0.9070,0,0,0,0,295.958914000,4.24400,464.1,2.10,0.9920
5874,8644911,K05553.01,CANDIDATE,CANDIDATE,0.9940,0,0,0,0,120.938669000,8.81800,782.1,2.32,0.8430
5875,8715589,K05563.01,CANDIDATE,CANDIDATE,0.6540,0,0,0,0,7.622103970,1.90200,146.1,3.80,3.1620
5876,8718273,K05564.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.479508244,3.90970,3000.4,444.46,12.6230
5877,8741367,K05566.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,0.988668400,2.02300,126.6,3.18,2.7730
5878,8742270,K05567.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,397.395848800,6.10140,29825.0,64.56,1.3620
5879,8745553,K05568.01,CONFIRMED,CANDIDATE,0.8140,0,0,0,0,62.134919000,8.71100,147.5,6.71,4.9120
5880,8747222,K05569.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.667482003,1.59310,545.5,15.15,6.7200
5881,8766285,K05571.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,5.297307860,4.02000,190.8,1.49,1.0000
5882,8823893,K05575.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,1.506500360,2.76200,45.4,0.81,1.1260
5883,8891684,K05581.01,CONFIRMED,CANDIDATE,0.9680,0,0,0,0,374.878133000,10.55600,914.6,4.27,1.3540
5884,8904714,K05582.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,5.236202600,3.14800,2019.5,75.83,1.6310
5885,8935352,K05584.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,10.909621540,17.80240,499921.0,149.10,2.0640
5886,8939211,K05586.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,27.077981300,138.54000,347.5,2.03,0.8500
5887,8939650,K05587.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.827660875,3.98600,46676.8,42.10,1.0720
5888,9011877,K05597.01,CANDIDATE,CANDIDATE,0.9960,0,0,0,0,7.777106390,3.41800,77.4,0.73,0.8510
5889,9018021,K05600.01,CANDIDATE,CANDIDATE,0.9920,0,0,0,0,17.168095000,13.04000,143.1,4.81,1.9070
5890,9026007,K05602.01,FALSE POSITIVE,FALSE POSITIVE,0.3130,1,0,0,0,403.163148000,5.73500,681.1,2.49,0.9630
5891,9047416,K05605.01,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,9.011888000,4.16700,987.6,7.04,1.7350
5892,9049550,K05606.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,23.814905740,1.99480,79201.0,63.10,1.8900
5893,9049697,K05607.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.327451100,3.46500,123.6,0.66,0.6100
5894,9101279,K05614.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.811461128,8.42343,921671.0,373.77,3.0340
5895,9108058,K05615.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.174915080,8.44180,635412.0,193.73,1.6360
5896,9116075,K05617.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,24.500270200,4.07900,153.5,0.73,0.5970
5897,9141355,K05622.01,CONFIRMED,CANDIDATE,0.9540,0,0,0,0,469.613090000,13.70900,1234.7,3.24,0.7630
5898,9142225,K05623.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,583.736320000,15.75000,338.6,2.65,1.4420
5899,9147012,K05625.01,CANDIDATE,CANDIDATE,0.7890,0,0,0,0,116.454312000,15.82600,2125.3,3.33,0.7360
5900,9157030,K05628.01,CANDIDATE,CANDIDATE,0.8740,0,0,0,0,24.909302700,3.80000,332.6,1.32,0.6850
5901,9166700,K05632.01,CANDIDATE,CANDIDATE,0.9280,0,0,0,0,264.466625000,6.37100,437.3,2.61,1.2360
5902,9180282,K05636.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,2.791239540,2.84300,154.8,2.22,1.6680
5903,9268456,K05647.01,FALSE POSITIVE,FALSE POSITIVE,0.1750,1,0,0,0,84.644104000,48.18200,512.0,34.61,15.5170
5904,9282853,K05651.01,CANDIDATE,CANDIDATE,0.6430,0,0,0,0,83.499618000,16.03000,501.0,1.72,0.7730
5905,9304976,K05654.01,FALSE POSITIVE,FALSE POSITIVE,0.0880,0,0,1,0,54.695712400,6.89000,1096.0,3.28,0.7570
5906,9390655,K05662.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,9.549703700,1.88100,706.7,1.45,0.5690
5907,9391817,K05663.01,CANDIDATE,CANDIDATE,0.9650,0,0,0,0,140.884533000,10.24500,158.0,1.52,1.2130
5908,9394762,K05664.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,77.138911000,7.22900,603.3,3.39,0.9110
5909,9402670,K05667.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.536551592,4.89000,153.2,12.88,1.0270
5910,9418508,K05672.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,11.015388900,2.66600,3446.0,65.27,1.6780
5911,9456887,K05677.01,CANDIDATE,CANDIDATE,0.8840,0,0,0,0,20.514264200,3.52400,153.2,1.14,0.9360
5912,9474485,K05683.01,FALSE POSITIVE,FALSE POSITIVE,0.0410,0,1,0,0,0.512581525,2.54719,384482.0,42.41,0.6040
5913,9489348,K05686.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1,3.344659340,10.79600,57.6,1.17,1.5510
5914,9532603,K05688.01,CANDIDATE,CANDIDATE,0.8860,0,0,0,0,14.555509600,2.07000,725.0,2.03,0.7380
5915,9575728,K05692.01,CANDIDATE,CANDIDATE,0.9940,0,0,0,0,2.641812610,2.12700,70.0,0.59,0.6830
5916,9591728,K05695.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,11.035717730,5.62958,144955.0,70.42,1.2300
5917,9594184,K05696.01,FALSE POSITIVE,FALSE POSITIVE,0.5070,0,0,1,0,42.093314000,4.64900,886.0,2.19,0.7630
5918,9602595,K05700.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.556509760,12.73640,687454.0,283.93,2.4330
5919,9715631,K05706.01,CONFIRMED,CANDIDATE,0.9040,0,0,0,0,425.483539000,17.85600,996.6,3.20,1.0220
5920,9724993,K05708.01,CANDIDATE,CANDIDATE,0.9730,0,0,0,0,7.863361238,3.42771,18156.7,22.70,1.4000
5921,9775475,K05711.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,78.428631300,3.73680,83303.0,85.77,1.0000
5922,9780149,K05713.01,FALSE POSITIVE,FALSE POSITIVE,0.1330,1,0,0,0,2.530210000,21.79000,367.9,41.44,1.2960
5923,9786017,K05714.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.249000963,9.60220,58776.2,59.61,2.2930
5924,9838414,K05717.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,1.332614580,5.16100,1335.3,3.65,0.7600
5925,9839030,K05719.01,FALSE POSITIVE,FALSE POSITIVE,0.4400,0,1,0,0,27.285315000,7.47000,396.5,2.19,1.0940
5926,9845931,K05721.01,FALSE POSITIVE,FALSE POSITIVE,0.1300,0,0,1,0,61.224558000,4.10300,544.2,2.76,1.1400
5927,9847239,K05722.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,28.507877538,3.13331,24372.3,27.79,0.9450
5928,9850843,K05724.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,8.480390000,6.13400,133.7,1.23,1.0670
5929,9896438,K05728.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,18.076678800,3.06000,28831.0,19.47,1.0000
5930,9899514,K05729.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.332555770,4.28200,126.5,0.97,0.8810
5931,9899607,K05730.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.332592750,4.01400,79.1,0.97,0.9670
5932,9908486,K05731.01,FALSE POSITIVE,FALSE POSITIVE,0.0130,1,0,1,0,36.609273900,1.83500,1102.0,52.42,16.1140
5933,9910043,K05732.01,CANDIDATE,CANDIDATE,0.9920,0,0,0,0,39.399926000,5.72900,341.4,1.52,0.7950
5934,9911112,K05733.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.166835206,2.17596,15527.2,96.28,2.1230
5935,9934274,K05735.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,4.994715970,3.44000,53.0,2.20,2.8300
5936,9935983,K05736.01,CANDIDATE,CANDIDATE,0.5600,0,0,0,0,161.651504000,2.50900,253.6,2.22,1.2890
5937,9941387,K05738.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,27.659607786,4.16321,318404.0,50.70,0.7680
5938,9941550,K05739.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,476.727302000,9.32700,1035.7,23.42,7.4170
5939,9954225,K05742.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.340649911,5.09120,627633.0,127.25,1.2220
5940,9957659,K05743.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,30.695376380,5.66340,19941.0,19.39,1.1920
5941,9957668,K05744.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,30.695331130,5.94855,88771.2,69.40,1.2860
5942,9962595,K05745.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,11.374442708,2.30694,27904.9,22.86,0.8080
5943,9993683,K05748.01,CANDIDATE,CANDIDATE,0.9890,0,0,0,0,29.937114300,4.43500,194.3,1.19,0.8660
5944,10002266,K05750.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,12.713689090,1.87500,192.2,1.09,0.7820
5945,10004772,K05752.01,CANDIDATE,CANDIDATE,0.9960,0,0,0,0,1.391716834,1.42100,41.0,36.19,59.6840
5946,10006096,K05753.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,70.516233809,4.09296,330180.0,52.74,0.7890
5947,10007492,K05754.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,2.645596805,2.90950,1272.7,167.05,5.4430
5948,10023469,K05757.01,FALSE POSITIVE,FALSE POSITIVE,0.0100,0,0,1,0,44.637111000,5.86800,282.5,1.28,0.7800
5949,10083325,K05761.01,CANDIDATE,CANDIDATE,0.9860,0,0,0,0,6.132927330,1.56100,58.7,1.56,2.0340
5950,10090854,K05762.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,12.630631290,2.21200,300.8,1.37,0.7980
5951,10141271,K05768.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,15.403276500,3.24600,253.0,1.32,0.7990
5952,10146103,K05769.01,CANDIDATE,CANDIDATE,0.8990,0,0,0,0,7.580628930,3.48400,86.1,0.97,1.0410
5953,10189542,K05773.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,24.614775000,2.39500,229.4,1.28,0.8490
5954,10191056,K05774.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.213747440,5.79293,185129.0,96.19,1.6190
5955,10227881,K05780.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,5.141084790,25.93000,611.2,25.74,0.9410
5956,10320341,K05786.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,30.114681501,5.68713,87057.3,56.45,1.0440
5957,10394802,K05790.01,CANDIDATE,CANDIDATE,0.8030,0,0,0,0,178.266978000,5.27600,1857.0,3.71,0.7130
5958,10416390,K05792.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,215.737826000,7.25700,8476.0,8.71,0.7240
5959,10470779,K05796.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,495.854189000,8.65000,548.6,2.41,1.0440
5960,10480952,K05797.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.037453129,5.43155,315914.0,136.30,2.0560
5961,10525077,K05800.01,CANDIDATE,CANDIDATE,0.9890,0,0,0,0,11.006795000,5.11200,146.4,1.34,1.0470
5962,10535708,K05801.02,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,0.933737610,3.30300,58.7,1.00,1.3260
5963,10547378,K05802.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,35.164087000,86.05000,1528.9,62.03,2.0870
5964,10551346,K05804.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.427966450,12.86530,6012.3,39.76,0.9190
5965,10552151,K05805.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,525.757041000,4.99500,830.2,11.07,3.9310
5966,10616656,K05814.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,25.285232337,4.76313,63021.6,69.68,1.1360
5967,10658177,K05817.01,CANDIDATE,CANDIDATE,0.9500,0,0,0,0,113.083522000,10.31500,130.7,1.59,1.4000
5968,10661679,K05818.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.231383390,3.94300,72.7,0.82,0.9580
5969,10724569,K05823.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.745086745,4.29000,270.0,1.29,0.7500
5970,10777591,K05827.01,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,6.109682250,5.73500,60.3,0.79,1.0090
5971,10813078,K05831.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,10.552241908,2.73550,954.0,1.75,0.5850
5972,10817600,K05832.01,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0,2.747033120,2.65500,152.2,61.97,3.1340
5973,10850327,K05833.01,CANDIDATE,CANDIDATE,0.9400,0,0,0,0,440.171272000,12.21700,783.5,5.97,1.6790
5974,10855545,K05834.01,FALSE POSITIVE,FALSE POSITIVE,0.0890,1,0,0,0,37.537859000,6.51300,269.0,1.77,1.0820
5975,10905641,K05840.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,460.779050000,15.54100,239.3,4.24,2.7170
5976,10920086,K05841.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,3.213185170,15.47000,2046.1,8.24,1.5130
5977,10933306,K05842.01,CANDIDATE,CANDIDATE,0.9950,0,0,0,0,57.774937300,4.73100,283.6,1.85,1.0970
5978,10967168,K05845.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,22.265959900,4.81600,61.3,1.18,1.4920
5979,10977671,K05846.01,FALSE POSITIVE,FALSE POSITIVE,0.4330,0,0,1,0,199.064336000,13.62300,265.0,6.12,3.4360
5980,11026582,K05854.01,CANDIDATE,CANDIDATE,0.9820,0,0,0,0,240.571350000,11.16400,921.5,2.93,0.9430
5981,11036168,K05855.01,CANDIDATE,CANDIDATE,0.8580,0,0,0,0,217.792748000,4.69500,1487.0,6.15,1.2830
5982,11037818,K05856.01,CONFIRMED,CANDIDATE,0.8480,0,0,0,0,259.343040000,16.04000,349.7,6.04,3.2040
5983,11046870,K05858.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,8.344107910,1.60600,255.2,1.75,1.0580
5984,11076176,K05862.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,0.699985822,3.02633,389433.0,46.27,0.7240
5985,11090561,K05865.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,35.872691800,4.40200,916.3,62.51,15.3690
5986,11152511,K05874.01,CANDIDATE,CANDIDATE,0.5340,0,0,0,0,287.331140000,12.72200,406.7,2.07,1.0070
5987,11176166,K05875.01,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.878850200,2.95100,454.7,2.64,1.1480
5988,11176166,K05875.02,FALSE POSITIVE,FALSE POSITIVE,0.0360,1,0,0,0,4.274260500,2.68700,263.8,1.88,1.1480
5989,11341314,K05887.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,9.833847400,14.58500,57.6,0.98,1.2020
5990,11401845,K05894.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.080695116,7.44900,312773.0,155.22,2.3400
5991,11407847,K05895.01,CANDIDATE,CANDIDATE,0.9490,0,0,0,0,11.830772400,8.79100,136.0,1.16,0.9580
5992,11456256,K05901.01,CANDIDATE,CANDIDATE,0.9250,0,0,0,0,61.611129000,14.96000,82.9,1.29,1.3860
5993,11506938,K05906.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,22.574947490,36.75600,1344.1,49.49,1.4680
5994,11513441,K05908.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,85.569222300,4.95400,539.2,6.85,1.9510
5995,11520114,K05909.01,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,7.079876630,2.58900,309.8,1.36,0.8060
5996,11599937,K05915.01,FALSE POSITIVE,FALSE POSITIVE,0.0240,1,0,0,0,37.625903900,3.91000,411.0,1.81,0.8710
5997,11601425,K05917.01,CANDIDATE,CANDIDATE,0.7990,0,0,0,0,41.993467300,3.22600,293.7,1.56,0.9150
5998,11601972,K05919.01,FALSE POSITIVE,FALSE POSITIVE,0.1850,1,0,0,0,290.196139000,13.69800,281.0,2.35,1.4030
5999,11615258,K05922.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,367.074460000,5.88700,368.3,2.15,1.1160
6000,11674709,K05928.01,CANDIDATE,CANDIDATE,0.4670,0,0,0,0,20.699207370,2.17000,,,
6001,11716643,K05929.01,CANDIDATE,CANDIDATE,0.9390,0,0,0,0,466.002988000,10.27800,2363.6,4.92,0.8760
6002,11803074,K05932.01,CANDIDATE,CANDIDATE,0.9020,0,0,0,0,355.861340000,23.39000,1220.7,2.79,0.8010
6003,11905398,K05940.01,FALSE POSITIVE,FALSE POSITIVE,0.3830,0,0,1,0,24.796729400,4.27800,970.5,3.14,0.7760
6004,11923213,K05943.01,CANDIDATE,CANDIDATE,0.4000,0,0,0,0,27.202067200,1.81100,180.3,1.87,1.3960
6005,11924426,K05944.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,64.713168094,5.69869,312970.0,62.03,0.9740
6006,11968514,K05947.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.036592136,2.29600,2118.2,293.01,8.7470
6007,12253490,K05961.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,19.159760875,3.10166,32491.1,25.24,0.5160
6008,12257851,K05962.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,2.615942880,6.45000,72.1,0.92,1.0120
6009,12265150,K05963.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.686009643,1.18180,390.4,1.81,0.8800
6010,12300524,K05964.01,CANDIDATE,CANDIDATE,0.8320,0,0,0,0,32.033211000,5.28900,71.3,0.85,1.0050
6011,12349560,K05965.01,CANDIDATE,CANDIDATE,0.3700,0,0,0,0,43.397562200,3.90800,585.3,1.69,0.7250
6012,12554212,K05974.01,CANDIDATE,CANDIDATE,0.9930,0,0,0,0,4.768155070,2.11500,61.0,0.49,0.6490
6013,12645761,K05976.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.709570339,5.57527,13170.8,223.75,5.2080
6014,12736658,K05980.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.855294909,2.89112,6771.6,49.03,1.2070
6015,2309587,K05982.01,FALSE POSITIVE,FALSE POSITIVE,0.0030,0,1,0,0,1.838514245,3.26010,118965.0,57.60,1.0550
6016,2445134,K05983.01,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,1,0,0,8.412008943,5.41096,136113.0,50.83,1.3140
6017,3241344,K05984.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,3.912679136,3.55600,291510.0,1794.20,0.7200
6018,3347485,K05985.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,7.544804312,8.26780,6501.7,63.99,1.6090
6019,3530668,K05986.01,FALSE POSITIVE,FALSE POSITIVE,0.0020,0,1,0,0,1.946198513,4.03360,130722.0,52.58,1.4330
6020,3532985,K05987.01,FALSE POSITIVE,FALSE POSITIVE,0.0490,0,1,0,0,5.288547653,3.26460,2185.3,55.28,9.1690
6021,3831911,K05988.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,30.483800600,2.60000,18441.0,23.87,0.5310
6022,3852258,K05989.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,5.758436700,2.58700,736.6,66.22,25.2870
6023,3858919,K05990.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,25.952291300,10.97700,557.8,2.03,0.8660
6024,3869326,K05991.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,8.585995370,2.40780,818.0,39.03,13.9410
6025,3971315,K05992.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,9.892240848,4.17740,5283.2,40.38,1.0090
6026,4037428,K05993.01,FALSE POSITIVE,FALSE POSITIVE,0.2920,0,1,0,0,4.264729569,2.20750,22672.0,29.95,1.4170
6027,4049124,K05994.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.804469712,3.51946,132624.0,30.97,0.8090
6028,4275328,K05995.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,6.150529292,4.45620,2417.1,49.79,1.5650
6029,4753561,K05996.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,4.944927575,3.46480,1028.7,19.43,0.7010
6030,4912991,K05997.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.442517008,2.43922,25341.5,26.08,1.1190
6031,5036966,K05998.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,62.735643900,10.79250,243702.0,90.12,1.4400
6032,5254230,K05999.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,7.035518449,3.52860,2139.0,24.91,0.7100
6033,5385139,K06000.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,12.429716100,15.07800,192.7,1.26,0.9050
6034,5385150,K06001.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.428847600,16.43000,165.4,1.12,0.8860
6035,5385269,K06002.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.425825200,21.84100,130.2,1.27,1.0480
6036,5385509,K06003.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.425790700,19.85900,340.1,1.27,0.6930
6037,5385566,K06004.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.425335600,27.49000,374.4,2.02,0.7830
6038,5385773,K06005.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.425420100,18.56000,144.5,0.84,0.6910
6039,5386163,K06006.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.424995000,20.28200,51.5,2.06,2.6570
6040,5470960,K06007.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.422791800,27.29000,202.6,1.44,0.7200
6041,5471068,K06008.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,12.426469000,25.71000,180.5,1.66,0.8870
